source_file,channel,timestamp_str,author,attachments,reactions,content,id,is_bot,has_code_block,has_mention,has_attachment,intent_heuristic,char_length
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:53 PM,huykinanggkevcl,,,@Trợ lý Kute cái phoenix api key kia với git hub repo kia là làm lab thôi hả,874_AI20K Buil,False,False,True,False,technical_question,76
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:54 PM,Trợ lý Kute#3191,,,"Không chỉ đơn giản là làm lab đâu nha, hai cái này là ""vũ khí"" chính để bạn thực chiến trong suốt chương trình **Build Phase** đó! ✨

Cụ thể công dụng của tụi nó nè:

1.  **Phoenix API Key:**
    *   Dùng để kết nối code của bạn với nền tảng **Phoenix**. 
    *   Khi bạn chạy các Agent hoặc thực hiện các tác vụ AI, API Key này giúp hệ thống ghi nhận **AI Logs**. 
    *   Đây chính là bằng chứng để Ban tổ chức theo dõi tiến độ, chấm điểm và xác nhận là bạn có thực sự ""build"" hay không đó. Bạn có thể lấy key tại: [Phoenix API Keys](https://phoenix.note.transformerlabs.ai/api-keys).

2.  **GitHub Repo (trong Org AI20K-Build-Phase-Cohort-3):**
    *   Đây là ""ngôi nhà"" chính thức cho dự án của team bạn. 
    *   Mọi dòng code, tài liệu dự án của team sẽ được lưu trữ và quản lý tại đây (thường có tên dạng `P-XXX`, ví dụ `P-042`).
    *   Việc commit code lên đây giúp các Mentor có thể vào review và hỗ trợ team bạn tốt hơn.

**Tóm lại là:** Đây là bộ công cụ để bạn xây dựng dự án thực tế (Build), không phải chỉ là bài tập thực hành thông thường đâu. Bạn nhớ bảo mật cái API Key của mình, đừng để lộ cho người ngoài nha! 🛡️

Nếu bạn chưa được invite vào Phoenix hoặc chưa thấy Repo của team mình, hãy nhắn tin ngay cho team hoặc mở một **ticket** để các Mod hỗ trợ bạn nhé! 🚀

{Embed}
https://phoenix.note.transformerlabs.ai/api-keys
Phoenix Agent
Teacher dashboard for automated code review grading
https://images-ext-1.discordapp.net/external/UHBUzdayPik_WzkUiOYm4SlVkEBYquOS6gaCE_8ncl4/%3F948311eea1d027c2/https/phoenix.note.transformerlabs.ai/opengraph-image",875_AI20K Buil,True,False,False,False,technical_question,1571
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:54 PM,anhvd,,,@Trợ lý Kute daily này có tính điểm chuyên cần hay tự động điền vào repo của dự án team không,876_AI20K Buil,False,False,True,False,technical_question,93
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:54 PM,Trợ lý Kute#3191,,,"Có nha bạn ơi! Việc thực hiện `/daily` không chỉ giúp team nắm bắt tiến độ mà còn có ""quà"" nữa nè:

*   **Điểm chuyên cần:** Mỗi lần nộp `/daily`, bạn sẽ nhận được **+5 XP**. Đây là cách để ghi nhận sự tích cực và chuyên cần của bạn trong cộng đồng đó! ✨
*   **Về việc điền vào repo:** Hiện tại, lệnh `/daily` chủ yếu phục vụ việc theo dõi tiến độ và tính XP trên hệ thống Discord. Thông tin này **không tự động** điền vào repo GitHub của dự án đâu nè.

Nếu team bạn muốn lưu lại lịch sử trên repo để tiện quản lý lâu dài, bạn có thể copy nội dung báo cáo vào một file log (ví dụ: `DAILY.md`) trong repo của team mình nhé! 🚀",877_AI20K Buil,True,False,False,False,technical_question,624
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:55 PM,minh_12.2_18708,,,@Trợ lý Kute cách set up AI Log trên máy,878_AI20K Buil,False,False,True,False,general,40
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:55 PM,Trợ lý Kute#3191,,,"Trong chương trình Build Phase bạn cần setup AI Log để tự động submit prompt:
1. Tạo API Keys tại https://phoenix.note.transformerlabs.ai/api-keys
2. Clone Repo của team trong Org: github.com/AI20K-Build-Phase-Cohort-3
3. Đọc README.md hướng dẫn và làm theo từng bước
4. Kiểm tra [ai-log] Submitted khi push code hoặc kiểm tra API Key last used trên dashboard ở bước 1.
5. Kiểm tra AI Logs đã submit tại: [AI Logs | Phoenix](https://phoenix.note.transformerlabs.ai/ai-logs)

Video hướng dẫn chi tiết xem tại: [Hướng dẫn setup AI Log Hook](https://drive.google.com/file/d/1q8P0gRA4yBq4t9kZ_nQxYvkoIKF5ebtH/view?usp=sharing)

- Setup AI Log càng sớm càng tốt (ngay tuần 1)
- Đảm bảo log đầy đủ các phiên prompt từ đầu chương trình đến Demo Day

Nếu bạn chưa được invite vào nền tảng hãy đăng nhập tài khoản tại: [Join phoenix](https://phoenix.note.transformerlabs.ai/invite/ACqrVitaAoZmuK-v1x_no2fl53zpfLKjixOp8wPvJVU)

{Embed}
https://phoenix.note.transformerlabs.ai/api-keys
Phoenix Agent
Teacher dashboard for automated code review grading
https://images-ext-1.discordapp.net/external/UHBUzdayPik_WzkUiOYm4SlVkEBYquOS6gaCE_8ncl4/%3F948311eea1d027c2/https/phoenix.note.transformerlabs.ai/opengraph-image

{Embed}
https://phoenix.note.transformerlabs.ai/ai-logs
Phoenix Agent
Teacher dashboard for automated code review grading
https://images-ext-1.discordapp.net/external/UHBUzdayPik_WzkUiOYm4SlVkEBYquOS6gaCE_8ncl4/%3F948311eea1d027c2/https/phoenix.note.transformerlabs.ai/opengraph-image

{Embed}
https://phoenix.note.transformerlabs.ai/invite/ACqrVitaAoZmuK-v1x_no2fl53zpfLKjixOp8wPvJVU
Lời mời tham gia AI20K Build Phase | Phoenix Agent
Bạn được mời tham gia chương trình AI20K Build Phase. Xác nhận bằng GitHub để bắt đầu.
https://images-ext-1.discordapp.net/external/R4JdsFhY2jSVMFfa7zfKfbxuHncOu9E6WZWtTt4kJgw/%3F5d0e205ef7ad6590/https/phoenix.note.transformerlabs.ai/invite/ACqrVitaAoZmuK-v1x_no2fl53zpfLKjixOp8wPvJVU/opengraph-image",879_AI20K Buil,True,False,False,False,technical_question,1941
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:56 PM,hung4520050910,,,@Trợ lý Kute tối chủ nhật có họp gì không,880_AI20K Buil,False,False,True,False,general,41
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:56 PM,Trợ lý Kute#3191,,,"Chào bạn! Có nha, tối Chủ Nhật hàng tuần chúng mình thường có buổi **Workshop** đó. ✨

Lịch sinh hoạt cố định của cộng đồng mình hiện tại là:
*   **Tối Thứ 5**
*   **Tối Chủ Nhật**

Ngoài ra, ở các tuần sau có thể sẽ có thêm các buổi tăng cường nữa. Bạn nhớ check thông báo trên Discord thường xuyên để không bỏ lỡ link tham gia và các chủ đề hấp dẫn nhé! 🚀 Hẹn gặp bạn tối Chủ Nhật nha!",881_AI20K Buil,True,False,False,False,logistics_question,387
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:56 PM,hung4520050910,,,@Trợ lý Kute tối chủ nhật tuần này có họp gì không,882_AI20K Buil,False,False,True,False,general,50
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:57 PM,Trợ lý Kute#3191,,,"Chào bạn! Có nha, tối Chủ Nhật tuần này (26/07) chúng mình vẫn có buổi **Workshop** định kỳ đó! ✨

Theo lịch sinh hoạt của AI20K Build Phase, Workshop thường diễn ra vào:
*   **Tối Thứ 5**
*   **Tối Chủ Nhật**

Bạn nhớ check kênh thông báo trên Discord để cập nhật link tham gia và chủ đề cụ thể của buổi tối nay nhé. Hẹn gặp bạn ở buổi Workshop! 🚀",883_AI20K Buil,True,False,False,False,logistics_question,348
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:57 PM,Trợ lý Kute#3191,,,"{Embed}
🏆 BXH Teams — AI20K Build Phase — Cohort 3 & 4
**#31** **T-023** — 10 XP · 4 thành viên
**#32** **T-045** — 10 XP · 4 thành viên
**#33** **T-050** — 10 XP · 4 thành viên
**#34** **T-051** — 10 XP · 4 thành viên
**#35** **T-055** — 10 XP · 4 thành viên
**#36** **T-058** — 10 XP · 4 thành viên
**#37** **T-080** — 10 XP · 4 thành viên
**#38** **T-084** — 10 XP · 3 thành viên
**#39** **T-087** — 10 XP · 3 thành viên
**#40** **T-090** — 10 XP · 4 thành viên
Trang 4/22 • 220 team",884_AI20K Buil,True,False,False,False,general,486
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:57 PM,nhatanhpico,,,@Trợ lý Kute tối thứ 5 và tối chủ nhật buổi họp vào mấy giờ?,885_AI20K Buil,False,False,True,False,logistics_question,60
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:57 PM,Trợ lý Kute#3191,,,"@Mod

Câu này mình chưa đủ thông tin để trả lời chuẩn, mình xin phép nhờ Mod hỗ trợ bạn ngay nha!",886_AI20K Buil,True,False,True,False,general,97
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:58 PM,Trợ lý Kute#3191,,,"{Embed}
🏆 BXH Teams — AI20K Build Phase — Cohort 3 & 4
**#11** **T-114** — 17 XP · 4 thành viên
**#12** **T-005** — 15 XP · 4 thành viên
**#13** **T-007** — 15 XP · 4 thành viên
**#14** **T-008** — 15 XP · 4 thành viên
**#15** **T-032** — 15 XP · 4 thành viên
**#16** **T-041** — 15 XP · 4 thành viên
**#17** **T-047** — 15 XP · 4 thành viên
**#18** **T-056** — 15 XP · 4 thành viên
**#19** **T-059** — 15 XP · 4 thành viên
**#20** **T-076** — 15 XP · 4 thành viên
Trang 2/22 • 220 team",887_AI20K Buil,True,False,False,False,general,486
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 9:58 PM,Trợ lý Kute#3191,,,"{Embed}
🏆 BXH Teams — AI20K Build Phase — Cohort 3 & 4
🥇 **T-082** — 32 XP · 4 thành viên
🥈 **T-171** — 24 XP · 3 thành viên
🥉 **T-029** — 23 XP · 4 thành viên
**#4** **T-026** — 20 XP · 4 thành viên
**#5** **T-031** — 20 XP · 4 thành viên
**#6** **T-067** — 20 XP · 4 thành viên
**#7** **T-078** — 20 XP · 4 thành viên
**#8** **T-149** — 20 XP · 4 thành viên
**#9** **T-213** — 20 XP · 4 thành viên
**#10** **T-071** — 18 XP · 4 thành viên
Trang 1/22 • 220 team",888_AI20K Buil,True,False,False,False,general,462
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:00 PM,hung4520050910,,,"@Trợ lý Kute khi workshop thì sẽ làm những gì, nghe ban tổ chức nói hay sao",889_AI20K Buil,False,False,True,False,general,75
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:00 PM,Trợ lý Kute#3191,,,"Workshop của chúng mình không chỉ là ngồi nghe Ban tổ chức (BTC) nói một chiều đâu nè! 😉 Thông thường, các buổi Workshop sẽ rất sôi nổi với các hoạt động như:

*   **Chia sẻ kiến thức (Technical Sharing):** Các Mentor hoặc khách mời sẽ chia sẻ sâu về các công nghệ, công cụ hoặc kinh nghiệm thực chiến để giúp bạn ""build"" dự án tốt hơn.
*   **Giải đáp thắc mắc (Q&A):** Đây là phần quan trọng nhất! Bạn có thể đặt câu hỏi trực tiếp về những khó khăn mình đang gặp phải trong quá trình làm dự án.
*   **Cập nhật tiến độ & Định hướng:** BTC sẽ thông báo các mốc quan trọng tiếp theo của chương trình để mọi người cùng nắm bắt.
*   **Giao lưu & Kết nối:** Cơ hội để bạn làm quen với các thành viên khác trong cộng đồng, cùng thảo luận và học hỏi lẫn nhau.

Nói chung là tinh thần của Build Phase là **""Học đi đôi với Hành""**, nên Workshop là nơi để chúng mình cùng tháo gỡ vướng mắc và truyền động lực cho nhau đó. Bạn nhớ chuẩn bị sẵn các câu hỏi hoặc vấn đề đang gặp phải để buổi họp hiệu quả nhất nha! 🚀✨",890_AI20K Buil,True,False,False,False,general,1004
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:00 PM,brainluoibieng,,,@Trợ lý Kute  ở thời điểm hiện tại có những cách nào để có xp,891_AI20K Buil,False,False,True,False,general,61
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:01 PM,Trợ lý Kute#3191,,,"Chào bạn! Để mình ""mách"" cho bạn các cách để tích lũy XP thật nhanh và thăng hạng trong Build Phase nhé! ✨

Hiện tại, bạn có thể kiếm XP thông qua các hoạt động sau:

1.  **Nộp Daily Stand-up (`/daily`):**
    *   Mỗi lần nộp báo cáo công việc hàng ngày, bạn sẽ nhận được **+5 XP**. Đây là cách dễ nhất để tích tiểu thành đại đó!

2.  **Nộp Báo cáo tuần (`/weekly submit`):**
    *   Hoàn thành báo cáo tổng kết tuần giúp bạn nhận thêm **+10 XP**.

3.  **Vượt Gate (`/gate submit`):**
    *   Đây là ""kho báu"" XP lớn nhất! Mỗi khi team hoàn thành và nộp một Gate (cột mốc dự án), các thành viên sẽ nhận được tới **+100 XP**.

4.  **Tham gia Workshop:**
    *   Mỗi buổi Workshop bạn tham gia không chỉ giúp tăng kiến thức mà còn được cộng thêm **+10 XP** vào tài khoản nữa nè.

5.  **Hỗ trợ cộng đồng:**
    *   Nếu bạn tích cực giúp đỡ, giải đáp thắc mắc cho các thành viên khác, bạn có thể được cộng từ **+5 đến +20 XP** tùy vào mức độ đóng góp.

6.  **Showcase & Feedback sản phẩm:**
    *   Khi bạn đem sản phẩm của mình ra ""khoe"" (Showcase) hoặc đóng góp ý kiến chất lượng cho sản phẩm của bạn khác, bạn cũng sẽ nhận được XP thưởng thêm.

**Mục tiêu thăng cấp cho bạn tham khảo nè:**
*   **LV1 Active Builder:** 200 XP
*   **LV2 Solid Builder:** 500 XP
*   **LV3 Star Builder:** 1,000 XP
*   **LV4 Elite Builder:** 1,500 XP

Cố gắng tích lũy để sớm trở thành **Elite Builder** nha! Nếu có gì chưa rõ, cứ hỏi mình nhé. 🚀",892_AI20K Buil,True,False,False,False,general,1424
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:01 PM,anhvd,,,@Trợ lý Kute tôi muốn xem lại record buổi workshop thì xem ở đâu,893_AI20K Buil,False,False,True,False,logistics_question,64
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:01 PM,gg_xdong,,,"@Trợ lý Kute  tạo ticket ở đâu, cách tạo",894_AI20K Buil,False,False,True,False,logistics_question,40
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:01 PM,Trợ lý Kute#3191,,,"Để tạo ticket hỗ trợ trong server, bạn làm theo các bước đơn giản sau nhé:

Gõ lệnh: Bạn gõ /ticket create vào khung chat.
Chọn loại ticket (Type): Hệ thống sẽ hiện ra các gợi ý, bạn chọn loại phù hợp với vấn đề của mình (ví dụ: hỗ trợ về account, đổi team, xin nghỉ, hoặc các vấn đề ops khác).
Điền tiêu đề (Subject): Bạn điền tiêu đề ngắn gọn cho vấn đề cần hỗ trợ (giống như khi bạn viết tiêu đề email vậy đó).
Mô tả chi tiết: Sau khi ticket được tạo, bạn hãy nêu rõ vấn đề đang gặp phải trong kênh ticket riêng tư đó để các Mod/BTC vào giải quyết giúp bạn nha.

Lưu ý nhỏ: Nếu vấn đề nằm ngoài tầm xử lý của Coach (như lỗi tài khoản, vấn đề nhân sự...), bạn cứ mạnh dạn mở ticket để được hỗ trợ nhanh nhất nhé! ✨",895_AI20K Buil,True,False,False,False,technical_question,716
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:01 PM,huii2806,,,@Trợ lý Kute lựa chọn đề tài,896_AI20K Buil,False,False,True,False,general,28
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:01 PM,Trợ lý Kute#3191,,,"@Mod

Câu hỏi này nằm ngoài thông tin mình đang có, để tránh trả lời sai thì mình tag Mod giúp bạn ạ!",897_AI20K Buil,True,False,True,False,general,101
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:01 PM,Trợ lý Kute#3191,,,Chọn đề tài bằng cách gõ command /exam pick nhé,898_AI20K Buil,True,False,False,False,general,47
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:01 PM,brainluoibieng,,,@Trợ lý Kute  tôi tham gia workshop nhưng chưa thấy +xp là sao nhỉ,899_AI20K Buil,False,False,True,False,general,66
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:02 PM,Trợ lý Kute#3191,,,"Chào bạn nè! Đừng lo lắng quá nha, để mình giải thích cho bạn vì sao XP từ Workshop có thể chưa xuất hiện ngay nhé:

Thường thì XP từ các buổi Workshop sẽ không được cộng tự động ngay lập tức như khi bạn dùng lệnh `/daily` đâu, mà có một vài lý do sau:

1.  **Cập nhật thủ công:** Sau mỗi buổi Workshop, Ban tổ chức cần thời gian để đối soát danh sách thành viên tham gia thực tế và cập nhật XP vào hệ thống. Quá trình này thường mất khoảng **24h - 48h** làm việc đó bạn.
2.  **Thủ tục điểm danh:** Bạn kiểm tra lại xem trong buổi Workshop đó mình đã thực hiện đúng các bước điểm danh (ví dụ: điền form hoặc nhấn nút check-in) mà diễn giả yêu cầu chưa nhé?
3.  **Độ trễ hệ thống:** Đôi khi lệnh `/rank` cần một chút thời gian để đồng bộ dữ liệu mới nhất từ database.

**Bạn nên làm gì tiếp theo?**
*   **Chờ đợi thêm một chút:** Nếu Workshop vừa mới kết thúc, bạn hãy đợi qua ngày hôm sau xem sao nhé.
*   **Mở Ticket hỗ trợ:** Nếu đã quá 2 ngày mà XP vẫn ""bặt vô âm tín"", bạn hãy gõ lệnh `/ticket create`. Khi đó, một kênh chat riêng sẽ hiện ra, bạn chỉ cần nhắn tin báo lại buổi Workshop mình đã tham gia để các anh chị @Mod kiểm tra và cộng bù cho bạn ngay nha!

Yên tâm là mọi đóng góp và sự nhiệt tình của bạn đều được ghi nhận hết nè! 🚀",900_AI20K Buil,True,False,True,False,logistics_question,1242
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:02 PM,ng.ddyu,,,@Trợ lý Kute daily stand-up có bắt buộc không? nếu bỏ lỡ thì có sao không? và bắt đầu tính từ khi nào?,901_AI20K Buil,False,False,True,False,logistics_question,102
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:02 PM,Trợ lý Kute#3191,,,Khung giờ nộp daily hàng ngày là từ 0h-10h sáng nhé. Nộp muộn vẫn được ghi nhận nhưng không +XP,902_AI20K Buil,True,False,False,False,general,95
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:03 PM,Trợ lý Kute#3191,,,Lịch chốt đề tài và hoàn thành gate 1 cập nhật đến hết tuần này 02/08 nhé,903_AI20K Buil,True,False,False,False,logistics_question,73
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:12 PM,bolshoy_zhivot,,,"@Trợ lý Kute tôi chưa hiểu lắm về các tạo ticket, bạn giải thích cho tôi với",904_AI20K Buil,False,False,True,False,logistics_question,76
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:12 PM,Trợ lý Kute#3191,,,"Tạo ticket không có format nhất định, để tạo ticket bạn gõ command /ticket create sẽ có các gợi ý tạo phù hợp. Ticket nên nêu rõ vấn đề đang gặp phải để Mod giải quyết nhé.",905_AI20K Buil,True,False,False,False,logistics_question,172
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:13 PM,dakien9187,,,@Trợ lý Kute khi nào có thể làm weekly standup?,906_AI20K Buil,False,False,True,False,logistics_question,47
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:13 PM,Trợ lý Kute#3191,,,Deadline nộp weekly sẽ là 12h00 trước các buổi mentor duty. Các buổi mentor duty cố định hàng tuần diễn ra vào tối thứ 4 và thứ 7,907_AI20K Buil,True,False,False,False,logistics_question,129
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:13 PM,bolshoy_zhivot,,,@Trợ lý Kute tạo ticket thì tạo ở đâu,908_AI20K Buil,False,False,True,False,logistics_question,37
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:13 PM,Trợ lý Kute#3191,,,"Để tạo ticket hỗ trợ trong server, bạn làm theo các bước đơn giản sau nhé:

Gõ lệnh: Bạn gõ /ticket create vào khung chat.
Chọn loại ticket (Type): Hệ thống sẽ hiện ra các gợi ý, bạn chọn loại phù hợp với vấn đề của mình (ví dụ: hỗ trợ về account, đổi team, xin nghỉ, hoặc các vấn đề ops khác).
Điền tiêu đề (Subject): Bạn điền tiêu đề ngắn gọn cho vấn đề cần hỗ trợ (giống như khi bạn viết tiêu đề email vậy đó).
Mô tả chi tiết: Sau khi ticket được tạo, bạn hãy nêu rõ vấn đề đang gặp phải trong kênh ticket riêng tư đó để các Mod/BTC vào giải quyết giúp bạn nha.

Lưu ý nhỏ: Nếu vấn đề nằm ngoài tầm xử lý của Coach (như lỗi tài khoản, vấn đề nhân sự...), bạn cứ mạnh dạn mở ticket để được hỗ trợ nhanh nhất nhé! ✨",909_AI20K Buil,True,False,False,False,technical_question,716
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:14 PM,anhvd,,,"@Trợ lý Kute daily thì cũng nộp cùng weekly à, và mentor sẽ ghi nhận trên discord hay trên repo dự án",910_AI20K Buil,False,False,True,False,technical_question,101
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:14 PM,baooohocit,,,@Trợ lý Kute api_log_key do ban tổ chức phát lấy ở đâu,911_AI20K Buil,False,False,True,False,technical_question,54
AI20K Build Phase — Cohort 3 & 4 - Bot & Tiện ích - 🤖-gõ-commands [1527920243350179960].txt,Bot & Tiện ích / 🤖-gõ-commands,7/25/2026 10:14 PM,Trợ lý Kute#3191,,,"Chào bạn! Hai loại báo cáo này có lịch trình và mục đích khác nhau một chút nè, mình giải thích rõ để bạn nắm nhé:

1.  **Về thời gian nộp:**
    *   **Daily Stand-up:** Nộp **hàng ngày** bằng lệnh `/daily`. Đây là để cập nhật tiến độ nhanh mỗi ngày.
    *   **Weekly Report:** Nộp **mỗi tuần một lần** (trước buổi Coaching/Mentor Duty) bằng lệnh `/weekly submit`.

2.  **Mentor ghi nhận ở đâu?**
    *   **Trên Discord:** Hệ thống sẽ tự động ghi nhận XP cho bạn ngay khi nộp lệnh (`+5 XP` cho daily và `+10 XP` cho weekly). Mentor sẽ xem các báo cáo này trên Discord để nắm tình hình chung của team.
    *   **Trong buổi Coaching:** Mentor sẽ dựa trên các báo cáo bạn đã nộp và tiến độ thực tế để thảo luận, hướng dẫn trực tiếp cho team.
    *   **Trên Repo:** Repo GitHub là nơi Mentor kiểm tra ""sản phẩm thật"" (code, tài liệu kỹ thuật). Mentor sẽ kết hợp cả thông tin từ báo cáo trên Discord và kết quả trên Repo để đánh giá sát sao nhất.

Tóm lại là: Bạn cứ chăm chỉ nộp trên Discord để tích XP, còn ""nội công"" của dự án thì thể hiện trên Repo nhé! Chúc team bạn build thật ""cháy""! 🔥",912_AI20K Buil,True,False,False,False,technical_question,1087
